name,hq_city,hq_country,proposed_roles,parent_if_any,why_included,source_url,confidence,status,seed_slug,primary_source_url,review_note
Istituto Italiano di Tecnologia (IIT),Genoa,IT,RESEARCH_LAB,,"Italian national research institute (~1,900 staff, ~€90M/yr) with major humanoid and soft-robotics programmes (iCub lineage).",https://en.wikipedia.org/wiki/Istituto_Italiano_di_Tecnologia,MEDIUM,pending,,https://www.iit.it/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
EPFL Biorobotics Laboratory,Lausanne,CH,RESEARCH_LAB,EPFL,"Locomotion control, legged and amphibious robots, humanoid and exoskeleton control.",https://www.epfl.ch/labs/biorob/,HIGH,seeded,epfl-biorobotics-laboratory,https://www.epfl.ch/labs/biorob/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year. Parent assertion awaits ownership and effective-date evidence."
EPFL Laboratory of Intelligent Systems,Lausanne,CH,RESEARCH_LAB,EPFL,Bio-inspired aerial and soft robotics group directed by Dario Floreano.,https://www.epfl.ch/labs/lis/,HIGH,seeded,epfl-laboratory-of-intelligent-systems,https://www.epfl.ch/labs/lis/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year. Parent assertion awaits ownership and effective-date evidence."
TU Delft Robotics Institute,Delft,NL,RESEARCH_LAB,Delft University of Technology,"Campus-wide robotics institute covering human-robot interaction, manipulation and aerial robotics.",https://www.tudelft.nl/en/robotics-institute,HIGH,seeded,tu-delft-robotics-institute,https://www.tudelft.nl/en/robotics-institute,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year. Parent assertion awaits ownership and effective-date evidence."
NTNU Autonomous Robots Lab,Trondheim,NO,RESEARCH_LAB,Norwegian University of Science and Technology,Field and aerial autonomy group; collaborates with ETH Zurich and Oxford on subterranean and forest robotics.,https://www.autonomousrobotslab.com/research-collaborators.html,MEDIUM,seeded,ntnu-autonomous-robots-lab,https://www.autonomousrobotslab.com/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year. Parent assertion awaits ownership and effective-date evidence."
KAIST Humanoid Robot Research Center,Daejeon,KR,RESEARCH_LAB,KAIST,"Oh Jun-ho's centre produced Hubo, Korea's first bipedal humanoid, and spun out Rainbow Robotics in 2011.",https://en.wikipedia.org/wiki/Rainbow_Robotics,MEDIUM,pending,,https://hubolab.kaist.ac.kr/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
Beijing Academy of Artificial Intelligence (BAAI),Beijing,CN,RESEARCH_LAB|MODEL_DEVELOPER,,Non-profit AI institute that released the open-source RoboBrain embodied brain and RoboOS cross-embodiment framework in 2025.,https://www.scmp.com/tech/big-tech/article/3313372/beijing-academy-unveils-open-source-robobrain-ai-model-chinas-humanoid-robots,MEDIUM,pending,,https://www.baai.ac.cn/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
Shanghai AI Laboratory,Shanghai,CN,RESEARCH_LAB|MODEL_DEVELOPER,,State-backed AI lab with a dedicated Embodied AI Center working on robot foundation models.,https://carnegieendowment.org/research/2025/11/embodied-ai-china-smart-robots,MEDIUM,seeded,shanghai-ai-laboratory,https://www.shlab.org.cn/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Beijing Institute for General Artificial Intelligence (BIGAI),Beijing,CN,RESEARCH_LAB,,Chinese AGI research institute with embodied-intelligence and robot-cognition programmes.,https://en.wikipedia.org/wiki/Beijing_Institute_for_General_Artificial_Intelligence,MEDIUM,seeded,beijing-institute-for-general-artificial-intelligence-bigai,https://eng.bigai.ai/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Beijing Humanoid Robot Innovation Center (X-Humanoid),Beijing,CN,RESEARCH_LAB|OEM|MODEL_DEVELOPER,,National-municipal humanoid innovation centre founded 2023; released the Pelican-Unify model and Tiangong Omni robot and raised over RMB 700M.,https://www.caixinglobal.com/2026-02-04/beijing-humanoid-robotics-hub-raises-100-million-in-first-funding-round-102411145.html,MEDIUM,seeded,beijing-humanoid-robot-innovation-center-x-humanoid,https://www.x-humanoid.com/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Humanoid Robot (Shanghai) Co.,Shanghai,CN,RESEARCH_LAB|OEM,,National and Local Co-built Humanoid Robot Innovation Center established Dec 2023 by state-owned and industry backers.,https://cnmra.com/overview-of-the-latest-development-of-the-six-major-humanoid-robot-innovation-centers-in-china/,MEDIUM,pending,,https://www.openloong.com/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
Tsinghua University Institute for Embodied Intelligence and Robotics,Beijing,CN,RESEARCH_LAB,Tsinghua University,"New institute pooling Tsinghua's automation, mechanical, electronic and computer-science schools for robotics talent and research.",https://www.scmp.com/tech/policy/article/3334952/chinas-tsinghua-university-sets-research-institute-latest-push-robotics-talent,MEDIUM,pending,,https://www.tsinghua.edu.cn/en/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
Shanghai Jiao Tong University,Shanghai,CN,RESEARCH_LAB,,Multiple embodied-AI groups (including ScaleLab at the AI Institute) working on generalist robot policies.,https://www.alphaxiv.org/organizations/shanghai-jiao-tong-university,MEDIUM,seeded,shanghai-jiao-tong-university,https://scalelab-sjtu.github.io/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
